timeStamp= 1305031453.359684; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031469.759598970; T[0]= -0.005214803; T[1]= 0.140443429; T[2]= -0.219666466; x= -0.085267410; y=  -0.200072035; z=  -0.283331633; w= 0.934036374
timeStamp= 1305031469.795620918; T[0]= -0.013010788; T[1]= 0.158555672; T[2]= -0.208444163; x= -0.090677969; y=  -0.198666781; z=  -0.280149728; w= 0.934786260
timeStamp= 1305031469.827526093; T[0]= -0.019645762; T[1]= 0.169946164; T[2]= -0.200085416; x= -0.097322822; y=  -0.200621784; z=  -0.278474987; w= 0.934200704
timeStamp= 1305031469.859574080; T[0]= -0.028710289; T[1]= 0.186696619; T[2]= -0.191927940; x= -0.104162164; y=  -0.201679081; z=  -0.275948733; w= 0.933985114
timeStamp= 1305031469.895755053; T[0]= -0.038841058; T[1]= 0.203704923; T[2]= -0.185680240; x= -0.108751513; y=  -0.201788709; z=  -0.273191124; w= 0.934248984
timeStamp= 1305031469.927854061; T[0]= -0.051380478; T[1]= 0.224947959; T[2]= -0.179586992; x= -0.110865302; y=  -0.202010170; z=  -0.269384950; w= 0.935057580
timeStamp= 1305031469.959805012; T[0]= -0.061703153; T[1]= 0.240994394; T[2]= -0.175734237; x= -0.112619162; y=  -0.204727605; z=  -0.266551107; w= 0.935069084
timeStamp= 1305031469.995551109; T[0]= -0.073262133; T[1]= 0.257234275; T[2]= -0.173394933; x= -0.114430428; y=  -0.205769420; z=  -0.264226705; w= 0.935280204
timeStamp= 1305031470.027693987; T[0]= -0.083935544; T[1]= 0.271506667; T[2]= -0.173051745; x= -0.117163353; y=  -0.207922459; z=  -0.263744175; w= 0.934601605
timeStamp= 1305031470.059638023; T[0]= -0.097119741; T[1]= 0.287677228; T[2]= -0.173302799; x= -0.118904829; y=  -0.206954300; z=  -0.263239264; w= 0.934738874
timeStamp= 1305031470.095943928; T[0]= -0.108830541; T[1]= 0.300900310; T[2]= -0.174728349; x= -0.121215671; y=  -0.206455171; z=  -0.261667371; w= 0.934993744
timeStamp= 1305031470.127633095; T[0]= -0.120537229; T[1]= 0.314864397; T[2]= -0.177302048; x= -0.126042455; y=  -0.206086308; z=  -0.259767205; w= 0.934966743
timeStamp= 1305031470.159626007; T[0]= -0.133976385; T[1]= 0.332512379; T[2]= -0.179093808; x= -0.128070951; y=  -0.205693886; z=  -0.255862117; w= 0.935853899
timeStamp= 1305031470.196091890; T[0]= -0.146074980; T[1]= 0.343868911; T[2]= -0.183903620; x= -0.131334379; y=  -0.206557080; z=  -0.253193080; w= 0.935937405
timeStamp= 1305031470.227617979; T[0]= -0.157881632; T[1]= 0.355209470; T[2]= -0.188983425; x= -0.136359721; y=  -0.206142604; z=  -0.250477612; w= 0.936040759
timeStamp= 1305031470.259964943; T[0]= -0.170242012; T[1]= 0.367224723; T[2]= -0.193542510; x= -0.141532227; y=  -0.205130175; z=  -0.247802749; w= 0.936207354
timeStamp= 1305031470.295717955; T[0]= -0.182657763; T[1]= 0.378081352; T[2]= -0.198340788; x= -0.148405701; y=  -0.203822836; z=  -0.246376351; w= 0.935804904
timeStamp= 1305031470.327644110; T[0]= -0.196520686; T[1]= 0.392031431; T[2]= -0.202022493; x= -0.154596880; y=  -0.202424496; z=  -0.243219733; w= 0.935931861
timeStamp= 1305031470.359623909; T[0]= -0.209845990; T[1]= 0.404438704; T[2]= -0.206521571; x= -0.159962460; y=  -0.202629238; z=  -0.238176972; w= 0.936282694
timeStamp= 1305031470.395823002; T[0]= -0.222368822; T[1]= 0.415722460; T[2]= -0.211206064; x= -0.163854539; y=  -0.203522086; z=  -0.234295711; w= 0.936395228
timeStamp= 1305031470.427640915; T[0]= -0.237477332; T[1]= 0.428731143; T[2]= -0.216952249; x= -0.163471162; y=  -0.203697592; z=  -0.234651670; w= 0.936334968
timeStamp= 1305031470.459721088; T[0]= -0.251275241; T[1]= 0.438459367; T[2]= -0.222415715; x= -0.162474036; y=  -0.204216391; z=  -0.234184012; w= 0.936512589
timeStamp= 1305031470.495686054; T[0]= -0.262625962; T[1]= 0.444810987; T[2]= -0.228419453; x= -0.162107393; y=  -0.205768600; z=  -0.232555181; w= 0.936642230
timeStamp= 1305031470.527688980; T[0]= -0.274456292; T[1]= 0.450698972; T[2]= -0.234743446; x= -0.162779495; y=  -0.206001908; z=  -0.232803315; w= 0.936412692
timeStamp= 1305031470.559676886; T[0]= -0.287082314; T[1]= 0.458328426; T[2]= -0.238980874; x= -0.164134666; y=  -0.204273686; z=  -0.231716007; w= 0.936824322
timeStamp= 1305031470.595760107; T[0]= -0.297644377; T[1]= 0.462594718; T[2]= -0.242784634; x= -0.166531026; y=  -0.204035044; z=  -0.228748336; w= 0.937182724
timeStamp= 1305031470.627728939; T[0]= -0.310055196; T[1]= 0.469744503; T[2]= -0.246050343; x= -0.169369042; y=  -0.202205122; z=  -0.224634930; w= 0.938065290
timeStamp= 1305031470.659689903; T[0]= -0.320016474; T[1]= 0.474370420; T[2]= -0.249061555; x= -0.171912074; y=  -0.202093706; z=  -0.221073225; w= 0.938472748
timeStamp= 1305031470.695630074; T[0]= -0.331830412; T[1]= 0.480378658; T[2]= -0.250547290; x= -0.175423577; y=  -0.202367470; z=  -0.217954561; w= 0.938493371
timeStamp= 1305031470.727653980; T[0]= -0.344078422; T[1]= 0.484883994; T[2]= -0.252566248; x= -0.175552920; y=  -0.201350346; z=  -0.215370134; w= 0.939284325
timeStamp= 1305031470.759681940; T[0]= -0.350931138; T[1]= 0.482257813; T[2]= -0.258621484; x= -0.180078506; y=  -0.197924480; z=  -0.213733226; w= 0.939529598
timeStamp= 1305031470.795614958; T[0]= -0.362876654; T[1]= 0.491881341; T[2]= -0.257910490; x= -0.179932177; y=  -0.191440076; z=  -0.207919613; w= 0.942202032
timeStamp= 1305031470.827831030; T[0]= -0.375341386; T[1]= 0.497478068; T[2]= -0.258185357; x= -0.175673738; y=  -0.189577177; z=  -0.203011557; w= 0.944449902
timeStamp= 1305031470.859644890; T[0]= -0.383925974; T[1]= 0.497428030; T[2]= -0.261153758; x= -0.172702804; y=  -0.190383047; z=  -0.198300689; w= 0.945835590
timeStamp= 1305031470.895721912; T[0]= -0.392293751; T[1]= 0.497742325; T[2]= -0.265032023; x= -0.170171976; y=  -0.191630453; z=  -0.193360582; w= 0.947064459
timeStamp= 1305031470.927684069; T[0]= -0.400713414; T[1]= 0.496623158; T[2]= -0.265958726; x= -0.167891920; y=  -0.196057051; z=  -0.189202011; w= 0.947405219
timeStamp= 1305031470.959646940; T[0]= -0.408873081; T[1]= 0.486893326; T[2]= -0.267926455; x= -0.165420920; y=  -0.201392382; z=  -0.184976205; w= 0.947555244
timeStamp= 1305031470.995995998; T[0]= -0.415553987; T[1]= 0.483313501; T[2]= -0.272171348; x= -0.160131663; y=  -0.202556163; z=  -0.181533635; w= 0.948880672
timeStamp= 1305031471.027643919; T[0]= -0.423932880; T[1]= 0.480386406; T[2]= -0.275188506; x= -0.152604222; y=  -0.200981647; z=  -0.178928971; w= 0.950948417
timeStamp= 1305031471.059636116; T[0]= -0.432995886; T[1]= 0.477757424; T[2]= -0.280455440; x= -0.144060895; y=  -0.197369233; z=  -0.173997298; w= 0.953948081
timeStamp= 1305031471.095777035; T[0]= -0.441522956; T[1]= 0.477641851; T[2]= -0.286210001; x= -0.136303961; y=  -0.195058644; z=  -0.166527972; w= 0.956891775
timeStamp= 1305031471.127662897; T[0]= -0.449173093; T[1]= 0.474834681; T[2]= -0.289535910; x= -0.131885633; y=  -0.195178896; z=  -0.159352854; w= 0.958706498
timeStamp= 1305031471.159648895; T[0]= -0.453512758; T[1]= 0.475498199; T[2]= -0.293689251; x= -0.125423670; y=  -0.194965944; z=  -0.152427301; w= 0.960740983
timeStamp= 1305031471.195703030; T[0]= -0.456556141; T[1]= 0.478614807; T[2]= -0.296673447; x= -0.120665744; y=  -0.193260476; z=  -0.145597056; w= 0.962752223
timeStamp= 1305031471.227569103; T[0]= -0.463226557; T[1]= 0.479087830; T[2]= -0.299895465; x= -0.120379858; y=  -0.189458519; z=  -0.140284434; w= 0.964331150
timeStamp= 1305031471.259721994; T[0]= -0.470160156; T[1]= 0.476751238; T[2]= -0.300753921; x= -0.122021407; y=  -0.187474713; z=  -0.137311429; w= 0.964940250
timeStamp= 1305031471.296067953; T[0]= -0.476888180; T[1]= 0.471694440; T[2]= -0.301633596; x= -0.123858131; y=  -0.184580401; z=  -0.133594483; w= 0.965785623
timeStamp= 1305031471.327641964; T[0]= -0.478491753; T[1]= 0.471541941; T[2]= -0.304530323; x= -0.119392246; y=  -0.181546330; z=  -0.130069226; w= 0.967402995
timeStamp= 1305031471.359615088; T[0]= -0.480992615; T[1]= 0.473204195; T[2]= -0.307523787; x= -0.117390767; y=  -0.174066529; z=  -0.127462924; w= 0.969367623
timeStamp= 1305031471.395730019; T[0]= -0.490588397; T[1]= 0.467172682; T[2]= -0.308775097; x= -0.120078452; y=  -0.164410993; z=  -0.123770580; w= 0.971200883
timeStamp= 1305031471.427704096; T[0]= -0.498029798; T[1]= 0.467976242; T[2]= -0.314163119; x= -0.115526997; y=  -0.159565687; z=  -0.116567992; w= 0.973449707
timeStamp= 1305031471.459646940; T[0]= -0.501565337; T[1]= 0.469703615; T[2]= -0.318310469; x= -0.113872819; y=  -0.159613207; z=  -0.111082152; w= 0.974277914
timeStamp= 1305031471.496490955; T[0]= -0.505315185; T[1]= 0.467672288; T[2]= -0.320389301; x= -0.116224773; y=  -0.159073770; z=  -0.106928535; w= 0.974553108
timeStamp= 1305031471.527623892; T[0]= -0.509255707; T[1]= 0.466262549; T[2]= -0.323531538; x= -0.117222279; y=  -0.157908842; z=  -0.102561228; w= 0.975092351
timeStamp= 1305031471.559670925; T[0]= -0.509981573; T[1]= 0.467116952; T[2]= -0.326655090; x= -0.116742030; y=  -0.157039136; z=  -0.100360699; w= 0.975519300
timeStamp= 1305031471.595701933; T[0]= -0.511889517; T[1]= 0.465551227; T[2]= -0.329483569; x= -0.117583029; y=  -0.152708992; z=  -0.098295994; w= 0.976315618
timeStamp= 1305031471.627620935; T[0]= -0.514163077; T[1]= 0.463854194; T[2]= -0.332796007; x= -0.118002452; y=  -0.147832528; z=  -0.096936919; w= 0.977151155
timeStamp= 1305031471.659641981; T[0]= -0.517301679; T[1]= 0.461609185; T[2]= -0.336309850; x= -0.117708974; y=  -0.141786397; z=  -0.094197877; w= 0.978349686
timeStamp= 1305031471.695609093; T[0]= -0.519726098; T[1]= 0.464272112; T[2]= -0.340929538; x= -0.114446454; y=  -0.136636376; z=  -0.089084662; w= 0.979947209
timeStamp= 1305031471.727500916; T[0]= -0.520165682; T[1]= 0.466576993; T[2]= -0.344090074; x= -0.114786766; y=  -0.133188263; z=  -0.084255978; w= 0.980808794
timeStamp= 1305031471.759701967; T[0]= -0.520036161; T[1]= 0.463416785; T[2]= -0.344861031; x= -0.118444853; y=  -0.129108891; z=  -0.078558341; w= 0.981392086
timeStamp= 1305031471.795800924; T[0]= -0.520702720; T[1]= 0.467777729; T[2]= -0.348425746; x= -0.115942001; y=  -0.121685453; z=  -0.070415005; w= 0.983255804
timeStamp= 1305031471.827639103; T[0]= -0.524406672; T[1]= 0.474081367; T[2]= -0.351767689; x= -0.117266580; y=  -0.114759617; z=  -0.063726686; w= 0.984387040
timeStamp= 1305031471.859664917; T[0]= -0.525775373; T[1]= 0.472741246; T[2]= -0.351340294; x= -0.123380199; y=  -0.111670822; z=  -0.058230199; w= 0.984335482
timeStamp= 1305031471.895603895; T[0]= -0.527290523; T[1]= 0.478880852; T[2]= -0.353479564; x= -0.124766536; y=  -0.106973462; z=  -0.051253099; w= 0.985070169
timeStamp= 1305031471.927650928; T[0]= -0.527664304; T[1]= 0.481541276; T[2]= -0.352547884; x= -0.130689487; y=  -0.103195846; z=  -0.047798298; w= 0.984878838
timeStamp= 1305031471.959642887; T[0]= -0.530805886; T[1]= 0.475238830; T[2]= -0.351477563; x= -0.136961907; y=  -0.095756292; z=  -0.047886878; w= 0.984773636
timeStamp= 1305031471.995573044; T[0]= -0.535701573; T[1]= 0.487844527; T[2]= -0.356881201; x= -0.130590424; y=  -0.085506164; z=  -0.043724071; w= 0.986774147
timeStamp= 1305031472.027637959; T[0]= -0.539889336; T[1]= 0.490449935; T[2]= -0.355843812; x= -0.138927415; y=  -0.079894200; z=  -0.042107299; w= 0.986176014
timeStamp= 1305031472.059668064; T[0]= -0.545786023; T[1]= 0.484221190; T[2]= -0.354225665; x= -0.146546096; y=  -0.073628113; z=  -0.040860359; w= 0.985613346
timeStamp= 1305031472.095601082; T[0]= -0.550164938; T[1]= 0.492280662; T[2]= -0.357039690; x= -0.142494619; y=  -0.067430489; z=  -0.035223134; w= 0.986867666
timeStamp= 1305031472.127593994; T[0]= -0.556330860; T[1]= 0.498168319; T[2]= -0.357172906; x= -0.146508738; y=  -0.063764833; z=  -0.032394156; w= 0.986620486
timeStamp= 1305031472.159645081; T[0]= -0.561426401; T[1]= 0.489042878; T[2]= -0.353421062; x= -0.156474665; y=  -0.062004820; z=  -0.031712484; w= 0.985223591
timeStamp= 1305031472.195682049; T[0]= -0.565405428; T[1]= 0.489227414; T[2]= -0.354074061; x= -0.152939871; y=  -0.059986327; z=  -0.026803125; w= 0.986049056
timeStamp= 1305031472.227626085; T[0]= -0.567860603; T[1]= 0.492993563; T[2]= -0.356070429; x= -0.148721203; y=  -0.058845028; z=  -0.023624821; w= 0.986844122
timeStamp= 1305031472.263839960; T[0]= -0.569393754; T[1]= 0.487068325; T[2]= -0.353975862; x= -0.150006816; y=  -0.057976197; z=  -0.023284301; w= 0.986709058
timeStamp= 1305031472.295670986; T[0]= -0.571249723; T[1]= 0.486375153; T[2]= -0.355728030; x= -0.142757148; y=  -0.055391159; z=  -0.020740557; w= 0.987988949
timeStamp= 1305031472.327677965; T[0]= -0.574329853; T[1]= 0.490687728; T[2]= -0.359532177; x= -0.134762824; y=  -0.052633733; z=  -0.018375386; w= 0.989308417
timeStamp= 1305031472.363576889; T[0]= -0.576107502; T[1]= 0.491951048; T[2]= -0.360999674; x= -0.133601993; y=  -0.052277606; z=  -0.016735790; w= 0.989513814
timeStamp= 1305031472.395598888; T[0]= -0.578635693; T[1]= 0.486539721; T[2]= -0.359865069; x= -0.136497378; y=  -0.053299341; z=  -0.015586990; w= 0.989082813
timeStamp= 1305031472.427685976; T[0]= -0.577784359; T[1]= 0.483650506; T[2]= -0.359232813; x= -0.135153770; y=  -0.057426255; z=  -0.014598222; w= 0.989051402
timeStamp= 1305031472.463603020; T[0]= -0.575486541; T[1]= 0.483111858; T[2]= -0.359445602; x= -0.132318556; y=  -0.059927639; z=  -0.015093802; w= 0.989278913
timeStamp= 1305031472.495625973; T[0]= -0.573824108; T[1]= 0.481733739; T[2]= -0.360030204; x= -0.132131726; y=  -0.058811150; z=  -0.015385120; w= 0.989366412
timeStamp= 1305031472.527625084; T[0]= -0.574982285; T[1]= 0.473757565; T[2]= -0.357502997; x= -0.135234028; y=  -0.056290329; z=  -0.015545854; w= 0.989091277
timeStamp= 1305031472.563586950; T[0]= -0.574726164; T[1]= 0.468059212; T[2]= -0.357185423; x= -0.131748691; y=  -0.056723241; z=  -0.013764753; w= 0.989563227
timeStamp= 1305031472.595674992; T[0]= -0.574085355; T[1]= 0.471117258; T[2]= -0.360262036; x= -0.124373429; y=  -0.057172827; z=  -0.010517862; w= 0.990531206
timeStamp= 1305031472.627701044; T[0]= -0.571463108; T[1]= 0.467992395; T[2]= -0.358920664; x= -0.125097647; y=  -0.059057850; z=  -0.008495401; w= 0.990348816
timeStamp= 1305031472.663574934; T[0]= -0.569734991; T[1]= 0.463033140; T[2]= -0.356863827; x= -0.125913367; y=  -0.059945129; z=  -0.007246604; w= 0.990202010
timeStamp= 1305031472.695755005; T[0]= -0.567834735; T[1]= 0.460011333; T[2]= -0.355599523; x= -0.124252796; y=  -0.061084121; z=  -0.005812275; w= 0.990351617
timeStamp= 1305031472.727627993; T[0]= -0.565922081; T[1]= 0.456661642; T[2]= -0.354239970; x= -0.122143745; y=  -0.062292505; z=  -0.005765488; w= 0.990538955
timeStamp= 1305031472.763577938; T[0]= -0.563464344; T[1]= 0.455261290; T[2]= -0.353593558; x= -0.119464129; y=  -0.062815987; z=  -0.006784535; w= 0.990826190
timeStamp= 1305031472.795639992; T[0]= -0.562528789; T[1]= 0.450631320; T[2]= -0.351762205; x= -0.118959844; y=  -0.061810561; z=  -0.008433716; w= 0.990937471
timeStamp= 1305031472.827626944; T[0]= -0.563151956; T[1]= 0.448531955; T[2]= -0.350809455; x= -0.116360284; y=  -0.060129020; z=  -0.008581513; w= 0.991348207
timeStamp= 1305031472.863598108; T[0]= -0.564538836; T[1]= 0.448323965; T[2]= -0.350519508; x= -0.113656051; y=  -0.059018761; z=  -0.006988140; w= 0.991741061
timeStamp= 1305031472.895713091; T[0]= -0.564315140; T[1]= 0.448779315; T[2]= -0.349463224; x= -0.112892061; y=  -0.060326532; z=  -0.004287643; w= 0.991765022
timeStamp= 1305031472.927685022; T[0]= -0.561963439; T[1]= 0.445719719; T[2]= -0.347045243; x= -0.114594929; y=  -0.062645920; z=  -0.002799586; w= 0.991431177
timeStamp= 1305031472.963756084; T[0]= -0.562307954; T[1]= 0.446619809; T[2]= -0.346549779; x= -0.113210939; y=  -0.061789978; z=  -0.001304297; w= 0.991647005
timeStamp= 1305031472.995703936; T[0]= -0.563086808; T[1]= 0.445395410; T[2]= -0.345339268; x= -0.114708886; y=  -0.062267210; z=  -0.000519551; w= 0.991445661
timeStamp= 1305031473.027637959; T[0]= -0.562512636; T[1]= 0.445198476; T[2]= -0.344420731; x= -0.115213044; y=  -0.064031728; z=  -0.000121640; w= 0.991274953
timeStamp= 1305031473.063683987; T[0]= -0.560746670; T[1]= 0.443218559; T[2]= -0.342640102; x= -0.116753712; y=  -0.065793790; z=  -0.001780219; w= 0.990977645
timeStamp= 1305031473.095695019; T[0]= -0.560545564; T[1]= 0.443644613; T[2]= -0.342567563; x= -0.115423001; y=  -0.064829148; z=  -0.003715717; w= 0.991191745
timeStamp= 1305031473.127743959; T[0]= -0.562022924; T[1]= 0.441682875; T[2]= -0.341904938; x= -0.116436899; y=  -0.063020557; z=  -0.005356505; w= 0.991182268
timeStamp= 1305031473.167059898; T[0]= -0.563903570; T[1]= 0.440004230; T[2]= -0.341808319; x= -0.116166882; y=  -0.062529147; z=  -0.005603014; w= 0.991243720
timeStamp= 1305031473.196069002; T[0]= -0.562360346; T[1]= 0.440098554; T[2]= -0.341724336; x= -0.114541963; y=  -0.064206861; z=  -0.005609014; w= 0.991325498
